Admit,Deposit,Enroll,F,Ethnicity,Region Description,Age,ACT Category Description,College,Major,Convert_GPA_Fix,FIN_AID_INTEREST
FALSE,FALSE,FALSE,F,Hispanic,Suburban Southwest,18,20-23,Education,Pre-Early Childhood Education,3.075,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago South,18,20-23,Theatre,Acting,3.46,Y
TRUE,TRUE,TRUE,F,Asian/Pacific Islander,Out of State,18,24-27,Science and Health,Health Sciences,3.733,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago South,18,20-23,Commerce,Business Administration,3.27,Y
TRUE,FALSE,FALSE,F,White,Chicago North,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.289,N
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,19,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.279,N
TRUE,FALSE,FALSE,F,Hispanic,Out of State,18,28-32,Communication,UGRD Undeclared Communication,3.97,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Commerce,Management,3.3,Y
TRUE,TRUE,TRUE,F,International,Chicago Central,19,28-32,Commerce,Management,3.12,N
FALSE,FALSE,FALSE,F,International,Chicago South,19,16-19,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.497,N
FALSE,FALSE,FALSE,F,Black,Chicago Far South,18,16-19,Computer Science,Digital Cinema,0,Y
TRUE,FALSE,FALSE,F,Hispanic,Out of State,18,Unknown,Computer Science,Computer Science,3.679,Y
FALSE,FALSE,FALSE,F,Black,Out of State,18,Unknown,Science and Health,Biological Sciences,4.1,Y
TRUE,FALSE,FALSE,F,Black,Suburban Northwest,18,20-23,Liberal Arts & Social Sciences,Political Science,3.153,Y
TRUE,FALSE,FALSE,F,White,Suburban South,18,24-27,Commerce,Accountancy,3.361,Y
TRUE,TRUE,FALSE,F,Hispanic,Suburban West,18,24-27,Science and Health,Health Sciences,3.05,Y
TRUE,FALSE,FALSE,F,Hispanic,Out of State,18,24-27,Liberal Arts & Social Sciences,English,2.62,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Computer Science,Digital Cinema,3.106,Y
FALSE,FALSE,FALSE,F,Hispanic,Other Illinois,19,0-15,Education,UGRD Undeclared Education,2.733,Y
FALSE,FALSE,FALSE,F,Not Applicable,Suburban Northwest,18,Unknown,Science and Health,Chemistry,,N
TRUE,FALSE,FALSE,F,Black,Chicago Far South,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.412,Y
TRUE,TRUE,TRUE,F,White,Suburban North,18,24-27,Liberal Arts & Social Sciences,English,3.267,N
TRUE,FALSE,FALSE,F,White,Suburban West,18,24-27,Commerce,Marketing,2.8,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.96,Y
TRUE,FALSE,FALSE,F,International,Suburban Southwest,19,20-23,Liberal Arts & Social Sciences,Political Science,2.974,Y
TRUE,FALSE,FALSE,F,White,Out of State,17,24-27,Commerce,Marketing,3.453,N
TRUE,TRUE,TRUE,F,Hispanic,Chicago South,18,24-27,Education,Pre-Secondary Education Math,4.269,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,24-27,Science and Health,Health Sciences,2.68,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,Unknown,Science and Health,Health Sciences,3.487,Y
FALSE,FALSE,FALSE,F,International,Suburban Northwest,18,Unknown,Science and Health,UGRD Undeclared CSH,2.048,Y
TRUE,TRUE,TRUE,F,White,Suburban Northwest,18,28-32,Computer Science,Computer Science,2.88,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago Central,19,20-23,Science and Health,Health Sciences,3.787,Y
TRUE,FALSE,FALSE,F,White,Suburban West,18,28-32,Communication,UGRD Undeclared Communication,4.287,N
FALSE,FALSE,FALSE,F,White,Chicago Far South,19,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.163,Y
FALSE,FALSE,FALSE,F,White,Suburban Southwest,18,16-19,Communication,UGRD Undeclared Communication,3.176,Y
TRUE,TRUE,TRUE,F,White,Suburban Northwest,18,28-32,Science and Health,Biological Sciences,3.785,Y
TRUE,FALSE,FALSE,F,White,Chicago Central,18,24-27,Science and Health,Psychology,3.27,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,24-27,Education,Pre-Secondary Education: Social Sciences,3.704,Y
FALSE,FALSE,FALSE,F,Hispanic,Suburban Northwest,18,16-19,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.648,Y
FALSE,FALSE,FALSE,F,Hispanic,Out of State,18,0-15,Science and Health,Health Sciences,3.661,Y
FALSE,FALSE,FALSE,F,Black,Suburban West,18,Unknown,Computer Science,BFA in Graphic Design,,Y
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Suburban North,18,Unknown,Commerce,Business Administration,3.457,Y
FALSE,FALSE,FALSE,F,Black,Chicago North,18,16-19,Communication,Communication and Media,2.488,Y
TRUE,FALSE,FALSE,F,International,Chicago Far South,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.809,N
TRUE,TRUE,TRUE,F,Hispanic,Chicago North,19,20-23,Science and Health,Psychology,3.173,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Science and Health,Health Sciences,3.826,Y
TRUE,FALSE,FALSE,F,Hispanic,Suburban Northwest,18,28-32,Liberal Arts & Social Sciences,Economics,4.26,Y
TRUE,FALSE,FALSE,F,Hispanic,Out of State,18,20-23,Communication,Journalism,2.7,Y
TRUE,TRUE,TRUE,F,White,Suburban North,19,24-27,Commerce,Business Administration,3.703,N
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Communication,Public Relations/Advertisin,3.742,Y
TRUE,FALSE,FALSE,F,White,Chicago South,18,24-27,Commerce,Business Administration,3.76,Y
FALSE,FALSE,FALSE,F,Not Applicable,Out of State,18,Unknown,Science and Health,UGRD Undeclared CSH,,N
FALSE,FALSE,FALSE,F,Not Applicable,Chicago Far North,18,0-15,Education,Pre-Early Childhood Education,2.53,N
TRUE,TRUE,FALSE,F,International,International,18,Unknown,Commerce,Business Administration,2.865,N
FALSE,FALSE,FALSE,F,Black,Chicago Far North,18,16-19,Science and Health,UGRD Undeclared CSH,3.011,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,24-27,Commerce,Economics,3.303,Y
TRUE,FALSE,FALSE,F,Black,Chicago Far South,18,16-19,Education,Elementary Education,3.675,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago South,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.209,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,20-23,Liberal Arts & Social Sciences,Art & Art History,2.252,N
TRUE,FALSE,FALSE,F,Hispanic,Chicago Far North,18,28-32,Science and Health,Health Sciences,4.452,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago Central,18,0-15,Commerce,UGRD Undeclared Business,3.166,Y
FALSE,FALSE,FALSE,F,White,Out of State,19,24-27,Theatre,Acting,3.384,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,28-32,Liberal Arts & Social Sciences,Economics,3.711,Y
TRUE,TRUE,TRUE,F,White,Suburban West,18,24-27,Liberal Arts & Social Sciences,Art & Art History,3.63,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago North,19,20-23,Science and Health,UGRD Undeclared CSH,3.662,Y
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Chicago South,18,20-23,Science and Health,UGRD Undeclared CSH,3.822,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Science and Health,Health Sciences,3.976,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago North,18,20-23,Commerce,UGRD Undeclared Business,3.294,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Computer Science,Animation,3.748,Y
TRUE,FALSE,FALSE,F,White,Out of State,19,28-32,Science and Health,Mathematics,4.22,Y
TRUE,TRUE,TRUE,F,Hispanic,Out of State,18,24-27,Liberal Arts & Social Sciences,Art & Art History,3.67,N
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Science and Health,UGRD Undeclared CSH,3.621,N
FALSE,FALSE,FALSE,F,Not Applicable,Suburban Southwest,19,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.045,Y
FALSE,FALSE,FALSE,F,Hispanic,Suburban Northwest,19,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,,Y
TRUE,FALSE,FALSE,F,Multiracial,Out of State,18,24-27,Communication,Public Relations/Advertisin,3.264,Y
TRUE,FALSE,FALSE,F,Hispanic,Suburban West,18,20-23,Science and Health,Psychology,3.127,Y
FALSE,FALSE,FALSE,F,Multiracial,Chicago Far South,18,16-19,Liberal Arts & Social Sciences,UGRD Undeclared TBD,,Y
FALSE,FALSE,FALSE,F,International,Chicago Far North,19,Unknown,Commerce,Business Administration,,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,24-27,Liberal Arts & Social Sciences,Art & Art History,3.596,N
TRUE,TRUE,TRUE,F,Black,Chicago Far South,18,20-23,Commerce,Accountancy,3.725,Y
TRUE,FALSE,FALSE,F,Not Applicable,Other Illinois,18,33-36,Science and Health,Biological Sciences,3.989,Y
TRUE,FALSE,FALSE,F,Black,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.708,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago South,18,20-23,Commerce,Business Administration,3.826,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.053,N
FALSE,FALSE,FALSE,F,Hispanic,Chicago Far South,18,20-23,Computer Science,Computer Science,2.26,Y
TRUE,TRUE,TRUE,F,Asian/Pacific Islander,Suburban North,18,28-32,Commerce,Accountancy,3.387,Y
TRUE,FALSE,FALSE,F,Black,Chicago Far South,18,20-23,Science and Health,Biological Sciences,3.239,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Liberal Arts & Social Sciences,Political Science,3.775,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Computer Science,UGRD Undeclared CDM,3.156,Y
FALSE,FALSE,FALSE,F,Black,Out of State,18,20-23,Science and Health,Biological Sciences,2.453,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,18,16-19,Science and Health,UGRD Undeclared CSH,2.568,Y
FALSE,FALSE,FALSE,F,White,Chicago North,18,16-19,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.45,Y
TRUE,FALSE,FALSE,F,White,International,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.947,N
TRUE,FALSE,FALSE,F,White,Chicago North,18,28-32,Communication,UGRD Undeclared Communication,4.863,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,18,20-23,Communication,Communication and Media,2.86,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,20-23,Liberal Arts & Social Sciences,History,3.3,N
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Communication,Media and Cinema Studies,3.705,Y
TRUE,FALSE,FALSE,F,Black,Out of State,18,24-27,Communication,Journalism,3.842,Y
FALSE,FALSE,FALSE,F,Not Applicable,Chicago Far South,18,Unknown,Commerce,Hospitality Leadership,,N
TRUE,FALSE,FALSE,F,Black,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.289,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,20-23,Commerce,Hospitality Leadership,3.954,N
FALSE,FALSE,FALSE,F,Black,Chicago Far South,19,Unknown,Science and Health,Health Sciences,3.8,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago Far North,19,16-19,Commerce,Marketing,3.28,Y
FALSE,FALSE,FALSE,F,Black,Out of State,18,0-15,Communication,Communication and Media,1.685,Y
TRUE,FALSE,FALSE,F,International,Chicago Far North,18,20-23,Science and Health,UGRD Undeclared CSH,4,Y
TRUE,FALSE,FALSE,F,White,Out of State,19,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.015,Y
TRUE,FALSE,FALSE,F,White,Out of State,19,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.143,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago Far North,19,Unknown,Education,Pre-Early Childhood Education,3.1,Y
FALSE,FALSE,FALSE,F,White,Suburban West,18,20-23,Science and Health,Psychology,2.419,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Science and Health,Health Sciences,3.761,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Communication,Communication Studies,3.477,Y
TRUE,FALSE,FALSE,F,Hispanic,Out of State,17,Unknown,Science and Health,Biological Sciences,4.02,Y
FALSE,FALSE,FALSE,F,Asian/Pacific Islander,Out of State,18,16-19,Science and Health,UGRD Undeclared CSH,3.724,Y
FALSE,FALSE,FALSE,F,White,Chicago North,19,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.186,Y
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Suburban Northwest,18,24-27,Science and Health,Chemistry,3.328,Y
TRUE,TRUE,TRUE,F,Hispanic,Suburban Southwest,18,20-23,Computer Science,Digital Cinema,3.692,Y
TRUE,FALSE,FALSE,F,White,Suburban Southwest,18,20-23,Computer Science,Computer Game Development,3.306,N
FALSE,FALSE,FALSE,F,Hispanic,Suburban Southwest,18,16-19,Commerce,Business Administration,3.478,N
FALSE,FALSE,FALSE,F,White,Out of State,18,24-27,Liberal Arts & Social Sciences,History,2.722,N
FALSE,FALSE,FALSE,F,White,Suburban Northwest,19,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.566,N
TRUE,FALSE,FALSE,Gender,White,Other Illinois,18,28-32,Commerce,UGRD Undeclared Business,4.18,Y
FALSE,FALSE,FALSE,M,White,Suburban Southwest,18,24-27,Music,Music Performance,4.29,Y
FALSE,FALSE,FALSE,M,White,Out of State,17,Unknown,Theatre,Acting,3.76,Y
TRUE,FALSE,FALSE,M,White,Suburban Northwest,18,24-27,Commerce,UGRD Undeclared Business,2.833,N
TRUE,FALSE,FALSE,M,White,Suburban Southwest,18,28-32,Communication,Media and Cinema Studies,4.44,Y
TRUE,FALSE,FALSE,M,White,Out of State,17,20-23,Communication,Journalism,3.333,Y
TRUE,FALSE,FALSE,M,White,Out of State,19,24-27,Liberal Arts & Social Sciences,Spanish,3.093,Y
FALSE,FALSE,FALSE,M,Asian/Pacific Islander,Suburban Southwest,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.526,N
TRUE,FALSE,FALSE,M,White,Suburban West,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.773,N
FALSE,FALSE,FALSE,M,White,Out of State,18,24-27,Music,Music Performance,3.579,Y
FALSE,FALSE,FALSE,M,Hispanic,Suburban Southwest,18,24-27,Commerce,Economics,3.586,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,24-27,Theatre,Acting,3.212,N
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Communication,Journalism,3.214,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago South,17,20-23,Science and Health,Psychology,3.82,Y
TRUE,TRUE,TRUE,M,Hispanic,Chicago Far South,18,20-23,Science and Health,Biological Sciences,3.807,Y
TRUE,TRUE,FALSE,M,White,Suburban Southwest,17,28-32,Commerce,Management,3.63,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,24-27,Theatre,Acting,3.64,Y
TRUE,TRUE,TRUE,M,White,Out of State,18,20-23,Commerce,Management,2.708,N
TRUE,FALSE,FALSE,M,Hispanic,Suburban Northwest,18,20-23,Science and Health,Health Sciences,3.17,Y
TRUE,TRUE,TRUE,M,White,Suburban Southwest,18,28-32,Computer Science,Animation,3.629,N
TRUE,FALSE,FALSE,M,Black,Out of State,18,24-27,Communication,Media and Cinema Studies,3.55,Y
TRUE,FALSE,FALSE,M,Multiracial,Out of State,18,24-27,Computer Science,Digital Cinema,2.896,Y
TRUE,FALSE,FALSE,M,Black,Out of State,18,24-27,Science and Health,UGRD Undeclared CSH,3.24,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,33-36,Theatre,Acting,3.975,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago Far South,18,20-23,Education,Pre-Secondary Education Englis,3.09,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago North,18,20-23,Science and Health,Biological Sciences,3.103,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.57,Y
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Chicago Far North,18,28-32,Science and Health,Environmental Science,5.039,Y
TRUE,TRUE,TRUE,M,White,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.186,Y
TRUE,FALSE,FALSE,M,White,Chicago Far North,18,24-27,Liberal Arts & Social Sciences,Sociology,2.991,Y
TRUE,FALSE,FALSE,M,White,Suburban Northwest,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.629,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Science and Health,Math/Computer Studies,3.28,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.865,N
TRUE,FALSE,FALSE,M,International,Suburban Northwest,19,20-23,Commerce,Business Administration,3.754,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Commerce,UGRD Undeclared Business,2.89,N
FALSE,FALSE,FALSE,M,Hispanic,Chicago South,18,0-15,Education,Pre-Secondary Ed Visual Art,2.261,Y
TRUE,TRUE,TRUE,M,Hispanic,Suburban North,18,24-27,Commerce,UGRD Undeclared Business,3.614,Y
TRUE,TRUE,TRUE,M,Hispanic,Chicago South,18,20-23,Computer Science,Animation,3.18,Y
TRUE,FALSE,FALSE,M,White,Suburban Northwest,18,28-32,Science and Health,Psychology,3.454,Y
FALSE,FALSE,FALSE,M,Multiracial,Northwest Indiana,18,Unknown,Theatre,Theatre Arts,,Y
TRUE,TRUE,TRUE,M,White,Suburban West,18,24-27,Commerce,Hospitality Leadership,3.603,Y
FALSE,FALSE,FALSE,M,Black,Out of State,19,Unknown,Computer Science,Information Technology,3.103,Y
TRUE,TRUE,TRUE,M,Asian/Pacific Islander,Chicago Far North,18,24-27,Science and Health,UGRD Undeclared CSH,4.91,Y
FALSE,FALSE,FALSE,M,International,International,18,Unknown,Science and Health,Biological Sciences,,Y
FALSE,FALSE,FALSE,M,Not Applicable,Chicago Far North,18,16-19,Communication,UGRD Undeclared Communication,3.306,N
TRUE,TRUE,TRUE,M,Hispanic,Suburban South,18,24-27,Commerce,Marketing,3.676,Y
TRUE,FALSE,FALSE,M,White,Other Illinois,19,28-32,Science and Health,Physics,3.405,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Computer Science,Computer Game Development,3.866,Y
TRUE,TRUE,TRUE,M,Hispanic,Suburban South,18,20-23,Commerce,Finance,3.711,Y
TRUE,FALSE,FALSE,M,White,Suburban West,18,28-32,Education,Pre-World Lang Educ Spanish,4.697,Y
FALSE,FALSE,FALSE,M,Hispanic,Suburban West,19,0-15,Commerce,E-Business,2.482,Y
TRUE,FALSE,FALSE,M,White,Suburban Northwest,18,24-27,Commerce,UGRD Undeclared Business,3.588,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago North,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.955,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,19,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.349,N
TRUE,FALSE,FALSE,M,Black,Out of State,18,20-23,Commerce,Accountancy,3.81,Y
FALSE,FALSE,FALSE,M,Black,Chicago Central,19,20-23,Computer Science,Computer Science,3.238,Y
TRUE,FALSE,FALSE,M,Black,Out of State,18,24-27,Commerce,UGRD Undeclared Business,2.95,Y
TRUE,TRUE,TRUE,M,Asian/Pacific Islander,Chicago Central,18,24-27,Commerce,Accountancy,3.744,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Computer Science,Math/Computer Studies,3.647,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Commerce,Management,3.74,N
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Chicago South,18,20-23,Science and Health,UGRD Undeclared CSH,3.294,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago Far South,18,33-36,Science and Health,Chemistry,4.67,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago South,18,16-19,Communication,Communication and Media,3,Y
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Suburban Northwest,18,33-36,Science and Health,Biological Sciences,3.6,Y
TRUE,TRUE,TRUE,M,Asian/Pacific Islander,Suburban Northwest,18,20-23,Commerce,Management,3.026,Y
FALSE,FALSE,FALSE,M,Asian/Pacific Islander,Suburban North,18,24-27,Commerce,Management,,Y
TRUE,FALSE,FALSE,M,Black,Chicago Far South,18,20-23,Computer Science,Digital Cinema,3.375,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Science and Health,Psychology,2.95,N
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Science and Health,Biological Sciences,4.108,Y
TRUE,FALSE,FALSE,M,White,Suburban North,18,24-27,Science and Health,Psychology,3.28,N
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Suburban Northwest,19,20-23,Science and Health,UGRD Undeclared CSH,3.592,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago North,18,20-23,Science and Health,Chemistry,3.99,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago Central,18,16-19,Communication,Communication and Media,4.19,Y
TRUE,TRUE,TRUE,M,White,Suburban Southwest,18,33-36,Computer Science,Computer Game Development,3.839,Y
FALSE,FALSE,FALSE,M,White,Other Illinois,18,28-32,Computer Science,Computer Game Development,,Y
TRUE,FALSE,FALSE,M,White,Other Illinois,18,28-32,Computer Science,Computer Game Development,2.958,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago Far North,18,16-19,Science and Health,UGRD Undeclared CSH,2.334,Y
TRUE,TRUE,FALSE,M,White,Out of State,18,20-23,Liberal Arts & Social Sciences,International Studies,4.516,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Science and Health,Health Sciences,3.831,Y
TRUE,FALSE,FALSE,M,White,Suburban Southwest,19,20-23,Science and Health,Health Sciences,3.78,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Education,Pre-Physical Education,4.263,Y
TRUE,TRUE,TRUE,M,White,Suburban West,18,24-27,Computer Science,BFA in Graphic Design,3.419,Y
FALSE,FALSE,FALSE,M,White,Suburban South,19,0-15,Commerce,Business Administration,3.5,Y
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Chicago Far North,18,24-27,Science and Health,UGRD Undeclared CSH,3.833,Y
TRUE,TRUE,TRUE,M,International,Out of State,17,Unknown,Commerce,Economics,2.699,N
TRUE,FALSE,FALSE,M,White,Suburban South,18,28-32,Commerce,UGRD Undeclared Business,4.235,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,16-19,Commerce,Business Administration,2.41,Y
TRUE,TRUE,TRUE,M,White,Suburban South,19,20-23,Commerce,UGRD Undeclared Business,3.38,Y
FALSE,FALSE,FALSE,M,Not Applicable,Suburban West,18,Unknown,Education,Elementary Education,3.12,N
TRUE,FALSE,FALSE,M,White,Out of State,19,20-23,Commerce,UGRD Undeclared Business,3.286,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,,Y
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.089,N
TRUE,FALSE,FALSE,M,White,Out of State,19,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.992,Y
TRUE,FALSE,FALSE,M,White,Other Illinois,18,20-23,Commerce,UGRD Undeclared Business,3.481,Y
TRUE,TRUE,TRUE,M,Asian/Pacific Islander,Suburban North,19,24-27,Computer Science,Computer Science,2.526,Y
TRUE,FALSE,FALSE,M,Hispanic,International,18,Unknown,Communication,Media and Cinema Studies,2.9,Y
